artist,year,occurrences,title
Prince,2010,8,Kiss
Assemblage 23,2004,8,Let The Wind Erase Me
La Tordue,2002,8,Les lolos
June Christy,2011,8,When You Wish Upon a Star
Billie Eilish,2019,8,Everything I Wanted
Tamia,2006,8,The Way I Love You
Jay-Jay Johanson,2006,8,She Doesn't Live Here Anymore
Future Islands,2017,8,Ran
Helmet,2003,8,In The Meantime
The Undisputed Truth,2013,8,Smiling Faces Sometimes
Dusty Springfield,1988,8,All I See Is You
The Selecter,2013,8,Missing Words
Tyrese,2002,7,Signs of Love Makin'
Of Monsters and Men,2013,7,Slow and Steady
The Field Mice,1990,7,Sensitive
Miranda Lambert,2007,7,Desperation
Buffalo Springfield,1969,7,Nowadays Clancy Can't Even Sing
Type O Negative,2009,7,Dead Again
Fred Astaire,2015,7,Steppin' Out With My Baby
Herman's Hermits,2011,7,There's A Kind Of Hush
Infadels,2006,7,Love Like Semtex
Case,2014,7,Happily Ever After
Anaal Nathrakh,2004,7,"To Err Is Human, to Dream - Futile"
Die Toten Hosen,2002,7,Bonnie & Clyde
Kylie Minogue,1997,7,Too Far
Minutemen,2002,7,Corona
deadmau5,2006,7,Overdraft
Electric Wizard,2010,7,Black Mass
RÜFÜS DU SOL,2016,7,You Were Right
Feist,2011,7,Too Many Heroes
George Michael,2004,7,Shoot the Dog
Pepper,2009,7,Stone Love
Charlie Parker,2012,7,Yardbird Suite
Jaguar Wright,2002,7,Lineage
Rae & Christian,1998,7,Catch a Rude Awakening
Craig Morgan,2006,7,Tough
Bal-Sagoth,2001,7,Atlantis ascendant
LFO,2003,7,Blown
Little Richard,2012,7,She's Got It
Baha Men,2001,7,Best Years Of Our Lives
Charli XCX,2018,7,Girls Night Out
Sly & The Family Stone,2013,7,Family Affair
Lamb,2002,7,That Thing (Open Up)
Russian Circles,2009,7,Fathom
Parkway Drive,2016,7,Crushed
dead prez,2013,7,Hip-Hop
Arab on Radar,2003,7,Attack on Tijuana
Bad Company,2011,7,Can't Get Enough
Tristania,1998,7,Evenfall
Sarcófago,1987,7,Satanas
Soil,2001,7,My Own
Drake,2015,7,Back To Back
Lupe Fiasco,2007,7,Daydreamin'
N*E*R*D,2002,7,Baby Doll
Chiodos,2014,7,Intensity In Ten Cities
Paradise Lost,1993,7,True Belief
Cam,2015,7,Burning House
Icona Pop,2013,7,On a Roll
Embrace,1998,7,You've Got to Say Yes
Prelude,1999,7,After the Goldrush
2Pac,2014,7,California Love
Old 97's,2005,7,Designs On You
Ashlee Simpson,2007,7,Pieces of Me
Underworld,2014,7,Jumbo
Sia,2003,7,Blow It All Away
UNKLE,2005,7,Reign
Tocotronic,2007,7,Luft
Slayer,2001,7,Exile
Attila,2013,7,Leave a Message
American Football,2014,7,Stay Home
Gojira,2012,7,Planned Obsolescence
Lifehouse,2002,7,Out Of Breath
Dan Hill,2006,7,Sometimes When We Touch
Godflesh,1989,7,Life Is Easy
Joe,2008,7,More & More
Chris Brown,2015,7,Ayo
Roxette,2015,7,Joyride
Quatermass,1970,7,Post War Saturday Echo
The B Foundation,2006,7,Dirty Girls
Khlyst,2006,7,VIII
Sacred Reich,1990,7,The American Way
Man Man,2008,7,Big Trouble
Collective Soul,2006,7,Needs
Buzzcocks,1996,7,Just Lust
Florence + the Machine,2012,7,Never Let Me Go
Jamie Woon,2011,7,Night Air
Alphaville,2012,7,Sounds Like a Melody
The Exploited,2007,7,Punks Not Dead
Marek Grechuta,2012,7,Niepewność
Roland Appel,2008,7,Dark Soldier
Miguel,2010,7,Quickie
In Strict Confidence,2002,7,Herzattacke
Ленинград,2000,7,007
The Chemical Brothers,2011,7,The Forest
Olli Schulz & der Hund Marie,2012,7,Rückspiegel
Minsk,2007,7,White Wings
Danko Jones,2002,7,Way To My Heart
Chlöe Howl,2014,7,Rumour
Smile Empty Soul,2016,7,Bottom of a Bottle
Burial,2005,7,Nite Train
Simply Red,2010,7,Ev'ry Time We Say Goodbye
Dash Berlin,2007,7,Till The Sky Falls Down
Paolo Nutini,2006,7,New Shoes
Burt Bacharach,2013,7,I'll Never Fall In Love Again
The Clash,1978,7,Safe European Home
Steve Hackett,1975,7,The Hermit
The Doors,1991,7,Roadhouse Blues
Alice in Chains,2013,7,Low Ceiling
Parov Stelar,2012,7,The Princess
Oomph!,2008,7,Sandmann
Fisz Emade jako Tworzywo Sztuczne,2002,7,Dynamit
Diane Arkenstone,2005,7,The Secret Garden
Roots Radics,1998,7,Storming the Death Star
Vladislav Delay,2005,7,The First Quarter
Sharon Van Etten,2012,7,Serpents
DJ Fresh,2010,7,Gold Dust
The Peter Nice Trio,2012,7,Harp Of Gold
Martina McBride,1993,7,My Baby Loves Me
Acid House Kings,2005,7,Tonight Is Forever
The Manhattans,2012,7,Kiss and Say Goodbye
Hank Williams,2009,7,Jambalaya (On The Bayou)
The Rifles,2006,7,She's The Only One
Bowling for Soup,2004,7,1985
The Seahorses,1997,7,Happiness Is Eggshaped
Overkill,1989,7,I Hate
Swans,2003,7,Children of God
Agoraphobic Nosebleed,2009,7,White On White Crime
Black Sabbath,2013,7,Age of Reason
O Rappa,2003,7,O Salto
The Swell Season,2009,7,Low Rising
Submotion Orchestra,2014,7,Thinking
Lana Del Rey,2017,7,Honeymoon
P!nk,2012,7,Walk of Shame
Billie Holiday,2006,7,Don't Explain
The Rasmus,2011,7,In The Shadows
Matrix & Futurebound,2007,7,Rat Trap
Junior Kelly,2009,7,Don't Complain
Eternal Tears of Sorrow,2006,7,Another Me
Death Cab for Cutie,2011,7,Some Boys
Etta James,2012,7,I Just Want to Make Love to You
Justin Bieber,2015,7,Company
Years & Years,2014,7,Eyes Shut
Simian Mobile Disco,2009,7,Cruel Intentions
DJ Hazard,2010,7,Mr Happy
Lawrence English,2009,7,The Prelude To
Cruachan,2004,7,Pagan
Perfume,2008,7,edge
Blue Foundation,2012,7,Bonfires
Sugarcult,2006,7,Dead Living
Beyoncé,2007,7,Resentment
Johnny Truant,2005,7,The Bloodening
My Darkest Days,2010,7,Set It On Fire
Revolting Cocks,2014,7,Something Wonderful
Meghan Trainor,2016,7,Me Too
Peabo Bryson,2012,7,A Whole New World (Aladdin's Theme)
Boom Boom Satellites,2010,7,Pill
Britney Spears,2001,7,When I Found You
Sonata Arctica,2006,7,Victoria's Secret
Peter Tosh,2012,7,Johnny B. Goode
Wolfsheim,2003,7,Kein Zurück
Born of Osiris,2009,7,Starved
Bibio,2016,7,Petals
Sol Invictus,2005,7,Twa Corbies
Biosphere,2009,7,Patashnik
Alejandro Fernández,2013,7,Nube Viajera
Saturnus,1998,7,Consecration
The Rolling Stones,1986,7,Back To Zero
Zero 7,1992,7,Distractions
Fall of Serenity,2007,7,The Crossfire
Crocodiles,2010,7,Stoned To Death
King Diamond,2011,6,Sleepless Nights
Witchcraft,2005,6,If Wishes Were Horses
Solomun,2009,6,Deadman
Audio Bullys,2010,6,Only Man
Shaggy,2011,6,Oh Carolina
Mano Negra,1994,6,Viva Zapata
Tactical Sekt,2003,6,Damage Limitation
The Blood Brothers,2002,6,American Vultures
Oneohtrix Point Never,2013,6,Along
2 Foot Yard,2008,6,One Day in May
Jesus On Extasy,2009,6,You Don't Know Anything
Aretha Franklin,2010,6,Chain of Fools
Albert Collins,2005,6,Iceman
Cathedral,2004,6,Vampire Sun
Lyle Lovett,1990,6,She's No Lady
Autechre,2003,6,P.:NTIL
Ramones,2005,6,Poison Heart
Augustus Pablo,2012,6,Java
"Emerson, Lake & Palmer",1970,6,The Three Fates
The Decemberists,2001,6,Oceanside
Clubroot,2010,6,Orbiting
Jim Croce,2013,6,Time in a Bottle
Die Krupps,2011,6,Shellshocked
Pink Floyd,2001,6,See Emily Play
Default,2003,6,All She Wrote
Bush,2001,6,Land of the Living
Darkest Hour,2001,6,Escape Artist
Sara Evans,2007,6,Cheatin'
Misery Index,2008,6,Meet Reality
Fatboy Slim,1996,6,Going Out of My Head
Charli XCX,2015,6,Doing It
Savatage,1987,6,Prelude to Madness
Coldcut,2006,6,Everything Is Under Control
Edenbridge,2003,6,Fly At Higher Game
Sepultura,2001,6,Saga
Serge Gainsbourg,1971,6,En Melody
Muse,2012,6,Madness
The Cure,1981,6,The Funeral Party
Love Like Blood,1995,6,Lethal Radiation
EMMA6,2011,6,Alles Gute
Falco,2009,6,Vienna Calling
Darlene Love,2006,6,Christmas (Baby Please Come Home)
Joni Mitchell,1999,6,Urge for Going
Ruins,2007,6,Hyderomastgroningem
The Matthew Herbert Big Band,2003,6,The Three W's
Puretone,2010,6,Addicted To Bass
Woody Guthrie,2013,6,Hard Travelin'
Al Di Meola,2009,6,Race With Devil On Spanish Highway
Captain Beefheart & His Magic Band,2012,6,My Human Gets Me Blues
The Cranberries,2008,6,This Is the Day
Tool,1996,6,Stinkfist
Floex,2012,6,Ursa Major
Carmen Maria Vega,2009,6,En Attendant
New Order,1993,6,World
Pete Murray,2006,6,Fly With You
Juvelen,2008,6,Hanna
Elton John,2017,6,Something About The Way You Look Tonight
Matchbox Twenty,2000,6,Bed of Lies
Faithless,2012,6,Mass Destruction
The Telescopes,2004,6,You Set My Soul
Cult of Luna,2013,6,Synchronicity
Laakso,2004,6,Aussie Girl
The Locust,2003,6,"Listen, The Mighty Ear Is Here"
The Strokes,2011,6,Machu Picchu
Hocico,2005,6,Ecos
Lizzy Mercier Descloux,1979,6,No Golden Throat
Lilly Wood & The Prick,2010,6,Down The Drain
Staind,2011,6,Failing
Mägo de Oz,1998,6,Réquiem
Gil Scott-Heron,2010,6,Save the Children
Benoit & Sergio,2011,6,What I've Lost
Camille Saint-Saëns,2006,6,Le Cygne
Bola,2004,6,Opanopono
Flesh Field,2004,6,Recoil
Steve Earle,2006,6,Feel Alright
Atari Teenage Riot,1997,6,Sick to Death
Bob B. Soxx & The Blue Jeans,1963,6,Here Comes Santa Claus
Minsk,2009,6,Three Moons
Loscil,2006,6,Mistral
Elvis Presley,2009,6,I Was the One
Tamaryn,2012,6,I'm Gone
Nirvana,2004,6,Heartbreaker (Live)
!!!,2010,6,AM/FM
Pulsedriver,2006,6,Slammin
Winds of Plague,2011,6,Against the World
The Ordinary Boys,2008,6,Boys Will Be Boys
Six Feet Under,1999,6,Hacked To Pieces
Bastille,2014,6,These Streets
Dire Straits,1980,6,Solid Rock
Jacques Dutronc,2007,6,La Fille Du Père Noël
Sons and Daughters,2008,6,House in My Head
Exodus,1997,6,Brain Dead
Green Day,2012,6,See You Tonight
Out Hud,2005,6,It's For You
Guided by Voices,2003,6,Teenage FBI
Drake,2019,6,The Motion
The Bangles,1998,6,Eternal Flame
Billy Joel,1997,6,And So It Goes
Soul Asylum,2014,6,Runaway Train
Enya,2011,6,Only Time
Leftöver Crack,2018,6,Super Tuesday
Sephiroth,2004,6,Therasia
Orchestral Manoeuvres in the Dark,1998,6,Pandora's Box
The Zombies,1999,6,She's Not There
Siouxsie and the Banshees,2005,6,Happy House
The Silhouettes,2013,6,Get a Job
Sinéad O'Connor,2005,6,Vampire
Panda Bear,2007,6,Take Pills
Bathory,1991,6,To Enter Your Mountain
The Beach Boys,2018,6,Here Today
Corvus Corax,2009,6,Nominalto
Years & Years,2016,6,Shine
John Hiatt,1995,6,Cry Love
Bing Crosby,2005,6,Don't Fence Me In
Corrosion of Conformity,1994,6,Pearls Before Swine
The Rolling Stones,1974,6,Time Waits For No One
Drake,2011,6,Lord Knows
Leo Sayer,2008,6,When I Need You
Juliette and the Licks,2006,6,Hot Kiss
Pentagram,1993,6,Dying World
Christina Stürmer,2007,6,Vorbei
Unheilig,2008,6,Feuerengel
Jason Mraz,2005,6,Bella Luna
The Psychedelic Furs,1984,6,President Gas
Morcheeba,2005,6,Shoulder Holster
Annihilator,2014,6,Stonewall
Mokoma,2011,6,Valapatto
Bal-Sagoth,1999,6,The scourge of the fourth celestial host
John Tavener,2013,6,Song for Athene
Bright Eyes,2004,6,True Blue
John Legend,2017,6,Start a Fire
The Gaslight Anthem,2012,6,Mulholland Drive
Rainbow,2013,6,Black Sheep of the Family
Porcupine Tree,1999,6,Tinto Brass
Maya Jane Coles,2011,6,What They Say
Cradle of Filth,2008,6,Tragic Kingdom
Possessed,1985,6,Death Metal
David Allan Coe,1979,6,The Ride
Anthony Hamilton,2007,6,Dear Life
Chinawoman,2010,6,Drawn To You
Alex Kozobolis,2016,6,I Promise
Clannad,2008,6,In A Lifetime
Mutemath,2006,6,Picture
Great White,2011,6,Once Bitten Twice Shy
Thy Art Is Murder,2009,6,The Adversary
Sarah Brightman,2009,6,"Anytime, Anywhere"
Hird,2003,6,Keep You Hird
Marty Robbins,1960,6,The Master's Call
Donovan,2013,6,Universal Soldier
Arcana,2005,6,The Passage
Alphaville,2014,6,Big In Japan
Fatboy Slim,2006,6,Sho Nuff
MSTRKRFT,2014,6,Easy Love
Midnight Star,2000,6,Midas Touch
Hypnotic Brass Ensemble,2013,6,Flipside
Alphawezen,2009,6,Freeze
Stolen Babies,2006,6,Tall Tales
Incubus,2000,6,Favorite Things
Motörhead,2017,6,City Kids
Bullet for My Valentine,2012,6,Begging for Mercy
The Doors,2004,6,The Spy
Julien Neto,2005,6,Voy
Billy Cobham,2005,6,Stratus
The Faceless,2007,6,Leica
Scorpions,1972,5,Leave Me
Chris Clark,2012,5,The Dogs
U.S. Girls,2018,5,Rosebud
Zomboy,2013,5,Bad Intentions
Chris Brown,2005,5,Gimme That
Toto,2004,5,Make Believe
Matty G,2008,5,Strollin'
Teena Marie,1999,5,Lead Me On
Taylor Swift,2017,5,End Game
Fobia,2006,5,No Eres Yo
Life Cried,2005,5,Stale
Ozzy Osbourne,1980,5,Dee
Moondog,2017,5,All Is Loneliness
Florence Rawlings,2009,5,Hard To Get
Shovels & Rope,2012,5,Birmingham
Jordin Sparks,2007,5,Tattoo
The Old Dead Tree,2003,5,We Cry As One
Of Monsters and Men,2015,5,Crystals
Dilated Peoples,2004,5,Who's Who
Black Uhuru,2005,5,Chill Out
Turin Brakes,2003,5,Rain City
Front Line Assembly,2005,5,Fragmented
Headhunter,2008,5,Your Say
The Acacia Strain,2014,5,Human Disaster
Looking Glass,1972,5,Brandy
Every Time I Die,2016,5,Fear and Trembling
Ultravox,2011,5,Dancing With Tears in My Eyes
Moby,1996,5,Face It
Hollywood Undead,2012,5,Another Way Out
The Black Angels,2006,5,Manipulation
Dispatch,1996,5,Steeples
Goldfish,2009,5,Fort Knox
Little Dragon,2008,5,After The Rain
Blood Has Been Shed,2003,5,Age of Apocalypse
Sixx:A.M.,2007,5,Life Is Beautiful
Howie Day,2009,5,Longest Night
Eths,2007,5,V.I.T.R.I.O.L
Ryan Adams,2005,5,Nightbirds
Minutemen,1984,5,No Exchange
Cutting Pink With Knives,2007,5,Airz
Nightmares on Wax,1999,5,Fire in the Middle
Delerium,2001,5,Monuments of Deceit
The Cast of Frozen,2013,5,Frozen Heart
Less Than Jake,2000,5,Faction
The Plot in You,2011,5,Filth
Peter Tosh,2014,5,No Sympathy
Iced Earth,2013,5,Boiling Point
The Skids,2010,5,Into The Valley
Slavic Soul Party!,2009,5,Opa Cupa
Indigo Girls,2007,5,I Don't Wanna Talk About It
Blood Stain Child,2007,5,Exotic-6-Cordinator
Dispatch,2004,5,Whirlwind
Kim Mitchell,1984,5,Feel It Burn
Noisestorm,2012,5,Backlash
Lowlife,1985,5,Coward's Way
Bettie Serveert,1997,5,Fallen Foster
Estopa,2005,5,Vacaciones
Protest the Hero,2013,5,Bury the Hatchet
The O'Jays,1972,5,Back Stabbers
Richard Marx,2011,5,Hazard
Arctic Monkeys,2011,5,Brick by Brick
Kyoto Jazz Massive,2001,5,Eclipse
Destruction,2001,5,Strangulated Pride
Zeraphine,2002,5,Die Wirklichkeit
Cœur de Pirate,2008,5,Francis
Taylor Swift,2011,5,Safe & Sound
Electric Guest,2012,5,Troubleman
Jennifer Lopez,2011,5,Papi
The Sounds,2002,5,Reggie
Dum Dum Girls,2009,5,Longhair
Junip,2014,5,So Clear
Magik Markers,2007,5,Body Rot
The Killers,2010,5,Bones
Joe Satriani,1989,5,Love Thing
BROODS,2014,5,Coattails
TR/ST,2012,5,Gloryhole
Orchestra Baobab,2015,5,Mouhamadou Bamba
Gaia,2013,5,Tuvan
Papa Roach,2007,5,Time and Time Again
Johnnie Taylor,2010,5,Who's Making Love
Kamelot,2000,5,Until Kingdom Come
Amanda Jenssen,2009,5,Common Henry
Skinny Puppy,1984,5,Solvent
Soft Machine,2005,5,We Did It Again
Onur Özer,2007,5,Halikarnas
Michel Polnareff,1999,5,La Poupée Qui Fait Non
Fettes Brot,1995,5,Männer
Leaves' Eyes,2009,5,Northbound
Cream,1968,5,Politician
Seinabo Sey,2014,5,Younger
Thomas Dolby,1987,5,She Blinded Me With Science
Luniz,2013,5,I Got 5 On It
Keren Ann,2002,5,La Tentation
Eddie Money,1977,5,Walk On Water
Logo,2010,5,La vie moderne
James Blake,2006,5,CMYK
Mr. Mister,2009,5,Broken Wings
The Haunted,2006,5,The Stain
Taj Mahal,2012,5,Lovin' in My Baby's Eyes
Buddy Guy,1992,5,Ten Years Ago
Clint Mansell,2010,5,It's My Time
Zaz,2011,5,Je veux
Neu!,1973,5,Super
Martha Reeves & The Vandellas,2003,5,Nowhere to Run
John Coltrane,1961,5,Central Park West
Silvio Rodríguez,1992,5,Rabo de Nube
Dierks Bentley,2014,5,I Hold On
Eric Clapton,1999,5,Before You Accuse Me (Take a Look at Yourself)
The Jon Spencer Blues Explosion,1997,5,Hot Shot
Nelly,2016,5,Ride Wit Me
The Ethiopians,2010,5,Free Man
The Who,1982,5,Eminence Front
Joe Walsh,1995,5,Turn to Stone
Kanye West,2010,5,Gorgeous
Kammarheit,2003,5,Hiding
The Durutti Column,1989,5,Otis
Diana Krall,2001,5,Dancing In The Dark
Die Apokalyptischen Reiter,2005,5,Northern lights
Avicii,2013,5,Dear Boy
Swallow the Sun,2007,5,"No Light, No Hope"
Creedence Clearwater Revival,2000,5,Hey Tonight
Stevie Nicks,1983,5,Stand Back
God Is An Astronaut,2013,5,Transmissions
Johnny Truant,2006,5,Throne Vertigo
The Weeknd,2012,5,What You Need
Die Antwoord,2015,5,Ugly Boy
Everything But the Girl,2013,5,Walking Wounded (Omni Trio remix)
Bear in Heaven,2013,5,Sinful Nature
Tom Jones,2006,5,Green Green Grass Of Home
Fields of the Nephilim,2006,5,New Gold Dawn
Yellowcard,2001,5,Rough Draft
Crystal Fighters,2010,5,Follow
Bring Me the Horizon,2010,5,Fuck
Joni Mitchell,1971,5,River
The Damned,2006,5,New Rose
Warren Zevon,2007,5,Mohammed's Radio
Kacey Musgraves,2018,5,Golden Hour
Balam Acab,2011,5,Expect
Freddy Fender,2012,5,Before The Next Teardrop Falls
The Cure,2005,5,The Upstairs Room
Rascal Flatts,2009,5,Backwards
Eek-a-Mouse,1987,5,Noah's Ark
Belle and Sebastian,2005,5,Legal Man
The Cure,2001,5,Wrong Number
The Vaccines,2013,5,If You Wanna
Spoon,2002,5,Something to Look Forward To
Belouis Some,1988,5,Imagination
Captain Beefheart & His Magic Band,1980,5,One Red Rose That I Mean
Kat Dahlia,2015,5,I Think I'm In Love
Roy Orbison,2013,5,Lana
Novaspace,2004,5,Nightflight
The Miracles,1994,5,You've Really Got A Hold On Me
Black Sabbath,2002,5,Hole in the Sky
The Dance Inc.,2007,5,Slow Heart
Kaskade,2006,5,Let You Go
Mason vs Princess Superstar,2007,5,Perfect (Exceeder) (Radio Edit)
The Velvet Underground,2012,5,Temptation Inside Your Heart
Whitney Houston,1985,5,Love Will Save the Day
Lustmord,1984,5,Beckoning
The Aquabats,2005,4,Nerd Alert
Doof,2006,4,Let's Turn On
Gorgoroth,1996,4,Sorg
Gamma Ray,2007,4,To Mother Earth
Blawan,2011,4,Fram
The Red Army Choir,2008,4,Kalinka
Whitesnake,1987,4,Don't Turn Away
DJ Quicksilver,2010,4,Bellissima
2 Chainz,2012,4,Birthday Song
B.B. King,2009,4,Ghetto Woman
Shiny Toy Guns,2009,4,Rocketship
Radical Face,2007,4,Glory
The Flatliners,2005,4,Fred's Got Slacks
Kanye West,2012,4,Clique
Fejd,2009,4,Bergakungen
LeAnn Rimes,2012,4,How Do I Live
Editors,2005,4,Open Your Arms
Alice Cooper,2012,4,Billion Dollar Babies
Westside Connection,2008,4,Bow Down
Billie Holiday,2013,4,I've Got My Love To Keep Me Warm
Journey,1981,4,Stone in Love
Chet Baker,2014,4,If You Could See Me Now
Guster,1995,4,Love For Me
The Beautiful Girls,2007,4,She's Evil
Chris Brown,2006,4,Just Fine
Skillet,2006,4,The Last Night
Heaven Shall Burn,2007,4,Black Tears
Roger Waters,2002,4,Three Wishes
Ciara,2014,4,Body Party
I:Scintilla,2007,4,The Bells
Ennio Morricone,2014,4,My Name Is Nobody
Univers Zero,2014,4,La Faulx
The Pussycat Dolls,2011,4,Beep
U2,2004,4,Yahweh
Jason Derülo,2011,4,Don't Wanna Go Home
Black Tambourine,1999,4,By Tomorrow
Herbie Hancock,2004,4,Rockit
Dark Funeral,2004,4,Vobiscum Satanas
Korn,1999,4,I'm Done
Heathen,2004,4,Opiate of the Masses
Demi Lovato,2013,4,Without the Love
Emmure,2012,4,A.I.
The Presidents of the United States of America,1998,4,Cleveland Rocks
Echobelly,2012,4,Great Things
Sublime,1992,4,What Happened
Prefab Sprout,2007,4,Appetite
Ultrabeat,2015,4,Pretty Green Eyes
Van Canto,2010,4,Lost Forever
Kayah i Bregović,1999,4,Caje Sukarije
Narziss,2009,4,Und Du Verblasst
Robin Thicke,2013,4,When I Get You Alone
Katatonia,2012,4,Leech
Good Old War,2008,4,Coney Island
Frank Zappa,1983,4,Baby Snakes
Ulver,1994,4,Braablick blev hun vaer
Wibutee,1999,4,Once You Get There
Dr. Dog,2007,4,We All Belong
Soul Asylum,1993,4,Keep It Up
Nasum,1998,4,Tested
FKJ,2017,4,Go Back Home
Michael Jackson,2005,4,The Girl Is Mine
Sean Paul,2002,4,Shake That Thing
Blind Guardian,1992,4,Trial By Fire
Biosphere,1997,4,Tunnel
SPK,2006,4,Slogun
Dawn of Ashes,2006,4,Killer Instinct
John Fogerty,2007,4,Centerfield
Bruce Springsteen,2017,4,I'm on Fire
The Ting Tings,2008,4,Keep Your Head
Jacob Miller,1999,4,Healing of the Nation
Talking Heads,2013,4,The Big Country
Queen,2007,4,Sheer Heart Attack
Wu-Tang Clan,2014,4,A Better Tomorrow
Ingrid Michaelson,2007,4,The Hat
Lacuna Coil,2012,4,Kill the Light
"Earth, Wind & Fire",1973,4,Can't Hide Love
Acda en de Munnik,2002,4,Het regent zonnestralen
Simply Red,2013,4,You Make Me Feel Brand New
Jaakko Eino Kalevi,2015,4,Deeper Shadows
Rotten Sound,2011,4,Doomed
The Cars,2011,4,Shake It Up
Common,2007,4,The People
Oneohtrix Point Never,2007,4,Eyeballs
Today Is The Day,1999,4,In the Eyes of God
Lady Gaga,2013,4,Aura
Yeah Yeah Yeahs,2004,4,Maps
Albert Ayler,2012,4,Ghosts: First Variation
Nico & Vinz,2013,4,Am I Wrong
Rosetta Stone,1993,4,Subterfuge
Jackson C. Frank,1965,4,Milk and Honey
PeterLicht,2008,4,Stilberatung (Restsexualität)
Wes Montgomery,1995,4,Four On Six
Talking Heads,1984,4,Life During Wartime
Dropkick Murphys,1999,4,Going Strong
Donny Hathaway,2014,4,This Christmas
The Velvet Underground,1974,4,New Age
Nico,2008,4,Winter Song
Ratos De Porão,2006,4,Pedofilia Santa
Discount,1996,4,Tomorrow Will Be
Toots and The Maytals,2010,4,Monkey Girl
The Mighty Mighty Bosstones,2002,4,The Old School Off the Bright
Sonata Arctica,2003,4,Silver Tongue
Circa Survive,2007,4,Living Together
David Bowie,2015,4,Lazarus
Culture Kultür,2001,4,Promised Land Blues
The Mavericks,1995,4,Foolish Heart
Asking Alexandria,2011,4,"Someone, Somewhere"
Al Hirt,2003,4,Green Hornet
Fleshgod Apocalypse,2011,4,The Betrayal
Genitallica,2001,4,Imagina
Lene Marlin,2005,4,It's True
Caroline Polachek,2019,4,Door
Gene Chandler,2014,4,Duke of Earl
Aaron,2007,4,Endless Song
Daft Punk,2013,4,The Game of Love
Wolf Parade,2006,4,Shine a Light
Grateful Dead,2003,4,Eyes of the World
Mediæval Bæbes,2000,4,Dance of the Trolls
Hank Williams,2011,4,I'll Never Get Out Of This World Alive
The Stranglers,2009,4,Duchess
Kamp!,2012,4,Oaxaca
Meiko,2009,4,Under My Bed
Mo' Horizons,2008,4,So Ma Guisee
Eric Clapton,2007,4,Motherless Child
The Replacements,1997,4,Bastards of Young
The Specials,1991,4,Do Nothing
Hoobastank,2004,4,Same Direction
Alpine,2012,4,Villages
Actress,2010,4,Maze
Marduk,1994,4,Deme Quaden Thyrane
Strawberry Switchblade,2009,4,Since Yesterday
XTC,1996,4,Ballad Of Peter Pumpkinhead
Jaco Pastorius,1954,4,Kuru/Speak Like A Child
